Signal 1:
Value:             FFT:             FFT_abs: 

5.88381             1.50133e+08             1.50133e+08

5.89115             1.72151e+08             1.72151e+08

5.93605             1.9339e+08             1.9339e+08

6.16585             2.13371e+08             2.13371e+08

6.28204             2.31647e+08             2.31647e+08

5.81536             2.47811e+08             2.47811e+08

5.71483             2.61504e+08             2.61504e+08

5.94383             2.72425e+08             2.72425e+08

6.07754             2.80333e+08             2.80333e+08

5.99545             2.85057e+08             2.85057e+08

5.86224             2.86498e+08             2.86498e+08

6.09131             2.84629e+08             2.84629e+08

5.88436             2.79498e+08             2.79498e+08

5.84101             2.71226e+08             2.71226e+08

6.03191             2.60002e+08             2.60002e+08

6.22945             2.4608e+08             2.4608e+08

6.28956             2.29775e+08             2.29775e+08

6.17847             2.11452e+08             2.11452e+08

6.03802             1.91519e+08             1.91519e+08

5.78365             1.70422e+08             1.70422e+08

5.8282             1.48626e+08             1.48626e+08

6.02601             1.26615e+08             1.26615e+08

6.23038             1.04871e+08             1.04871e+08

6.15868             8.38723e+07             8.38723e+07

6.15847             6.40763e+07             6.40763e+07

5.96866             4.59132e+07             4.59132e+07

6.06924             2.97746e+07             2.97746e+07

5.71353             1.60055e+07             1.60055e+07

5.83653             4.89733e+06             4.89733e+06

6.1332             -3.31922e+06             3.31922e+06

5.70046             -8.4786e+06             8.4786e+06

6.13657             -1.0484e+07             1.0484e+07

6.09166             -9.30851e+06             9.30851e+06

5.96326             -4.99756e+06             4.99756e+06

5.73043             2.33526e+06             2.33526e+06

6.22038             1.25086e+07             1.25086e+07

5.8011             2.52793e+07             2.52793e+07

5.79419             4.03461e+07             4.03461e+07

5.8011             5.73586e+07             5.73586e+07

5.83688             7.5925e+07             7.5925e+07

6.06523             9.5619e+07             9.5619e+07

6.02823             1.15992e+08             1.15992e+08

6.16492             1.36581e+08             1.36581e+08

5.71231             1.5692e+08             1.5692e+08

5.7824             1.76551e+08             1.76551e+08

5.7093             1.95033e+08             1.95033e+08

6.25995             2.11953e+08             2.11953e+08

6.00217             2.26933e+08             2.26933e+08

6.22408             2.3964e+08             2.3964e+08

5.89827             2.49793e+08             2.49793e+08

6.28477             2.5717e+08             2.5717e+08

6.06626             2.61609e+08             2.61609e+08

6.0097             2.63018e+08             2.63018e+08

5.84766             2.61368e+08             2.61368e+08

5.77346             2.56702e+08             2.56702e+08

6.04368             2.4913e+08             2.4913e+08

6.28182             2.38823e+08             2.38823e+08

5.77687             2.26016e+08             2.26016e+08

5.77075             2.10996e+08             2.10996e+08

6.02786             1.94101e+08             1.94101e+08

6.28097             1.75708e+08             1.75708e+08

6.04709             1.56225e+08             1.56225e+08

6.20685             1.36086e+08             1.36086e+08

5.84147             1.15735e+08             1.15735e+08

6.12081             9.56209e+07             9.56209e+07

5.73624             7.61852e+07             7.61852e+07

6.2725             5.78525e+07             5.78525e+07

6.01153             4.1022e+07             4.1022e+07

5.96297             2.60581e+07             2.60581e+07

6.01415             1.32815e+07             1.32815e+07

5.994             2.96389e+06             2.96389e+06

5.74431             -4.67913e+06             4.67913e+06

5.79218             -9.49183e+06             9.49183e+06

5.71734             -1.13823e+07             1.13823e+07

6.00825             -1.03245e+07             1.03245e+07

5.70042             -6.35737e+06             6.35737e+06

5.79121             415296             415296

5.92422             9.82732e+06             9.82732e+06

6.13764             2.16545e+07             2.16545e+07

5.96974             3.56197e+07             3.56197e+07

6.11585             5.13989e+07             5.13989e+07

6.12993             6.86291e+07             6.86291e+07

5.7651             8.69158e+07             8.69158e+07

5.84643             1.05843e+08             1.05843e+08

6.06992             1.24981e+08             1.24981e+08

5.82138             1.43897e+08             1.43897e+08

6.00916             1.62166e+08             1.62166e+08

6.00402             1.79376e+08             1.79376e+08

6.28037             1.95144e+08             1.95144e+08

6.0524             2.09117e+08             2.09117e+08

5.89886             2.20984e+08             2.20984e+08

5.87024             2.30482e+08             2.30482e+08

6.0721             2.37404e+08             2.37404e+08

6.2185             2.41597e+08             2.41597e+08

5.74878             2.42972e+08             2.42972e+08

5.80218             2.41503e+08             2.41503e+08

6.24314             2.37227e+08             2.37227e+08

6.23203             2.30242e+08             2.30242e+08

5.73408             2.20709e+08             2.20709e+08

6.26122             2.08843e+08             2.08843e+08

5.83951             1.94911e+08             1.94911e+08

6.29713             1.79225e+08             1.79225e+08

6.26545             1.62135e+08             1.62135e+08

5.788             1.44022e+08             1.44022e+08

6.13031             1.25288e+08             1.25288e+08

6.08473             1.06346e+08             1.06346e+08

5.9641             8.76153e+07             8.76153e+07

6.17754             6.95073e+07             6.95073e+07

6.18264             5.24182e+07             5.24182e+07

5.7076             3.67208e+07             3.67208e+07

6.23683             2.27557e+07             2.27557e+07

6.25404             1.08235e+07             1.08235e+07

6.23672             1.17862e+06             1.17862e+06

6.09528             -5.9761e+06             5.9761e+06

6.25094             -1.04938e+07             1.04938e+07

5.84607             -1.22872e+07             1.22872e+07

6.28076             -1.13299e+07             1.13299e+07

5.76905             -7.65651e+06             7.65651e+06

5.70932             -1.36238e+06             1.36238e+06

6.16153             7.39914e+06             7.39914e+06

5.826             1.84203e+07             1.84203e+07

6.01711             3.14436e+07             3.14436e+07

5.82541             4.61679e+07             4.61679e+07

5.96253             6.22549e+07             6.22549e+07

6.0818             7.93371e+07             7.93371e+07

5.8693             9.70261e+07             9.70261e+07

6.09818             1.14921e+08             1.14921e+08

6.14053             1.32618e+08             1.32618e+08

6.13055             1.49718e+08             1.49718e+08

6.07243             1.65838e+08             1.65838e+08

5.88712             1.80616e+08             1.80616e+08

5.89128             1.93723e+08             1.93723e+08

5.70258             2.04867e+08             2.04867e+08

5.86496             2.13802e+08             2.13802e+08

5.9873             2.20329e+08             2.20329e+08

6.08981             2.24308e+08             2.24308e+08

6.15144             2.25651e+08             2.25651e+08

5.75222             2.24333e+08             2.24333e+08

6.00433             2.20387e+08             2.20387e+08

6.06547             2.13904e+08             2.13904e+08

6.02859             2.05031e+08             2.05031e+08

6.08135             1.9397e+08             1.9397e+08

5.92936             1.80968e+08             1.80968e+08

5.77691             1.66317e+08             1.66317e+08

6.2586             1.50345e+08             1.50345e+08

6.21623             1.33406e+08             1.33406e+08

5.91413             1.15876e+08             1.15876e+08

6.18704             9.81441e+07             9.81441e+07

5.71404             8.0601e+07             8.0601e+07

6.11255             6.36331e+07             6.36331e+07

6.04584             4.76125e+07             4.76125e+07

6.0381             3.28891e+07             3.28891e+07

5.7906             1.97826e+07             1.97826e+07

6.09286             8.57641e+06             8.57641e+06

6.12231             -489787             489787

5.8266             -7.22444e+06             7.22444e+06

5.98197             -1.14886e+07             1.14886e+07

6.02143             -1.31986e+07             1.31986e+07

6.02689             -1.23285e+07             1.23285e+07

5.77841             -8.90892e+06             8.90892e+06

6.05487             -3.02785e+06             3.02785e+06

6.27938             5.17184e+06             5.17184e+06

6.10345             1.54971e+07             1.54971e+07

6.22361             2.7707e+07             2.7707e+07

5.82409             4.15198e+07             4.15198e+07

5.73955             5.66189e+07             5.66189e+07

5.73142             7.26599e+07             7.26599e+07

6.17162             8.92784e+07             8.92784e+07

6.12749             1.06098e+08             1.06098e+08

5.74171             1.22739e+08             1.22739e+08

6.10085             1.38828e+08             1.38828e+08

6.08616             1.54002e+08             1.54002e+08

6.20094             1.67923e+08             1.67923e+08

6.26731             1.80279e+08             1.80279e+08

5.78718             1.90796e+08             1.90796e+08

5.86026             1.99239e+08             1.99239e+08

5.85334             2.05424e+08             2.05424e+08

5.71461             2.09213e+08             2.09213e+08

5.92655             2.10527e+08             2.10527e+08

5.79119             2.09337e+08             2.09337e+08

5.84171             2.05674e+08             2.05674e+08

6.07375             1.99622e+08             1.99622e+08

5.79057             1.9132e+08             1.9132e+08

5.75559             1.80953e+08             1.80953e+08

5.84605             1.68756e+08             1.68756e+08

6.10154             1.55001e+08             1.55001e+08

6.1614             1.39995e+08             1.39995e+08

6.18437             1.24072e+08             1.24072e+08

6.04445             1.07586e+08             1.07586e+08

5.8967             9.09021e+07             9.09021e+07

6.10678             7.43885e+07             7.43885e+07

6.03769             5.84092e+07             5.84092e+07

6.28801             4.33153e+07             4.33153e+07

6.0747             2.94365e+07             2.94365e+07

5.75493             1.70753e+07             1.70753e+07

6.18008             6.49902e+06             6.49902e+06

5.87588             -2.06489e+06             2.06489e+06

5.74279             -8.43504e+06             8.43504e+06

6.06974             -1.24793e+07             1.24793e+07

6.15531             -1.41175e+07             1.41175e+07

5.73029             -1.33233e+07             1.33233e+07

5.87507             -1.0125e+07             1.0125e+07

6.22549             -4.60394e+06             4.60394e+06

5.76145             3.10667e+06             3.10667e+06

5.7715             1.28255e+07             1.28255e+07

6.08737             2.43265e+07             2.43265e+07

5.78212             3.7345e+07             3.7345e+07

6.02596             5.1583e+07             5.1583e+07

5.89283             6.67161e+07             6.67161e+07

6.21236             8.24007e+07             8.24007e+07

6.2601             9.82824e+07             9.82824e+07

5.98043             1.14003e+08             1.14003e+08

5.73558             1.29208e+08             1.29208e+08

6.0745             1.43557e+08             1.43557e+08

6.11541             1.56728e+08             1.56728e+08

6.03592             1.68427e+08             1.68427e+08

6.26422             1.78395e+08             1.78395e+08

5.86502             1.86408e+08             1.86408e+08

5.91457             1.92291e+08             1.92291e+08

5.95767             1.95915e+08             1.95915e+08

5.94112             1.97199e+08             1.97199e+08

5.91702             1.9612e+08             1.9612e+08

5.70972             1.92702e+08             1.92702e+08

5.84024             1.87026e+08             1.87026e+08

5.90181             1.79219e+08             1.79219e+08

5.88031             1.69458e+08             1.69458e+08

6.01349             1.57962e+08             1.57962e+08

5.88254             1.44988e+08             1.44988e+08

6.12984             1.30826e+08             1.30826e+08

6.29656             1.1579e+08             1.1579e+08

5.77405             1.00216e+08             1.00216e+08

6.16272             8.44474e+07             8.44474e+07

5.83177             6.88336e+07             6.88336e+07

5.97415             5.37187e+07             5.37187e+07

5.75015             3.94345e+07             3.94345e+07

5.81324             2.62944e+07             2.62944e+07

6.21225             1.45849e+07             1.45849e+07

5.96341             4.55995e+06             4.55995e+06

5.88606             -3.56498e+06             3.56498e+06

5.79586             -9.61657e+06             9.61657e+06

6.04894             -1.34685e+07             1.34685e+07

5.73129             -1.5044e+07             1.5044e+07

6.28663             -1.43172e+07             1.43172e+07

6.27664             -1.13132e+07             1.13132e+07

6.26759             -6.10813e+06             6.10813e+06

5.93669             1.17315e+06             1.17315e+06

5.7922             1.03594e+07             1.03594e+07

5.80093             2.12381e+07             2.12381e+07

6.11696             3.35592e+07             3.35592e+07

5.8052             4.7041e+07             4.7041e+07

5.9537             6.13764e+07             6.13764e+07

5.86839             7.62406e+07             7.62406e+07

5.94387             9.12978e+07             9.12978e+07

5.90424             1.06208e+08             1.06208e+08

6.00763             1.20637e+08             1.20637e+08

5.90798             1.34259e+08             1.34259e+08

5.76817             1.46771e+08             1.46771e+08

6.11806             1.57893e+08             1.57893e+08

6.25098             1.67376e+08             1.67376e+08

6.05293             1.7501e+08             1.7501e+08

6.25785             1.80627e+08             1.80627e+08

6.02266             1.84102e+08             1.84102e+08

6.01631             1.85361e+08             1.85361e+08

5.71577             1.84377e+08             1.84377e+08

6.10376             1.81174e+08             1.81174e+08

5.86086             1.75826e+08             1.75826e+08

5.84671             1.68454e+08             1.68454e+08

5.76337             1.59225e+08             1.59225e+08

5.99497             1.48345e+08             1.48345e+08

5.71729             1.36057e+08             1.36057e+08

6.07089             1.22637e+08             1.22637e+08

5.89185             1.08382e+08             1.08382e+08

5.99355             9.36093e+07             9.36093e+07

5.89333             7.86465e+07             7.86465e+07

5.97802             6.38244e+07             6.38244e+07

6.20167             4.94698e+07             4.94698e+07

5.90955             3.5899e+07             3.5899e+07

6.08221             2.34093e+07             2.34093e+07

5.99285             1.22735e+07             1.22735e+07

5.77249             2.73358e+06             2.73358e+06

6.27618             -5.00429e+06             5.00429e+06

5.74391             -1.07751e+07             1.07751e+07

6.25067             -1.44582e+07             1.44582e+07

6.03841             -1.59791e+07             1.59791e+07

5.72456             -1.53119e+07             1.53119e+07

6.28026             -1.24799e+07             1.24799e+07

5.77233             -7.55425e+06             7.55425e+06

5.76272             -652728             652728

6.159             8.06319e+06             8.06319e+06

6.00984             1.83921e+07             1.83921e+07

5.83924             3.00965e+07             3.00965e+07

6.21306             4.29095e+07             4.29095e+07

5.93175             5.65399e+07             5.65399e+07

5.94304             7.06788e+07             7.06788e+07

6.16832             8.50067e+07             8.50067e+07

6.13634             9.92007e+07             9.92007e+07

6.21817             1.12942e+08             1.12942e+08

5.95707             1.25922e+08             1.25922e+08

5.88705             1.3785e+08             1.3785e+08

5.73373             1.48459e+08             1.48459e+08

5.9916             1.57514e+08             1.57514e+08

5.77088             1.64812e+08             1.64812e+08

5.70846             1.70192e+08             1.70192e+08

5.83581             1.73536e+08             1.73536e+08

5.99853             1.7477e+08             1.7477e+08

5.92032             1.73869e+08             1.73869e+08

5.90615             1.70855e+08             1.70855e+08

5.87738             1.65797e+08             1.65797e+08

6.13339             1.5881e+08             1.5881e+08

5.7329             1.50051e+08             1.50051e+08

6.08922             1.39715e+08             1.39715e+08

6.0725             1.28035e+08             1.28035e+08

5.81371             1.15271e+08             1.15271e+08

6.10306             1.01706e+08             1.01706e+08

6.17733             8.76434e+07             8.76434e+07

5.98961             7.33937e+07             7.33937e+07

6.15509             5.92726e+07             5.92726e+07

6.26695             4.55918e+07             4.55918e+07

6.17574             3.26524e+07             3.26524e+07

6.12639             2.07388e+07             2.07388e+07

6.14611             1.01112e+07             1.01112e+07

5.9775             1.00134e+06             1.00134e+06

5.95018             -6.39419e+06             6.39419e+06

5.88483             -1.19169e+07             1.19169e+07

6.02345             -1.54503e+07             1.54503e+07

5.87956             -1.69229e+07             1.69229e+07

6.202             -1.63094e+07             1.63094e+07

5.74625             -1.36306e+07             1.36306e+07

5.84682             -8.95339e+06             8.95339e+06

6.08464             -2.38924e+06             2.38924e+06

5.84301             5.90837e+06             5.90837e+06

5.84621             1.57481e+07             1.57481e+07

5.87399             2.69046e+07             2.69046e+07

5.9461             3.91233e+07             3.91233e+07

5.97066             5.21267e+07             5.21267e+07

5.74962             6.56204e+07             6.56204e+07

5.73572             7.92999e+07             7.92999e+07

6.23415             9.28569e+07             9.28569e+07

6.04288             1.05986e+08             1.05986e+08

6.02568             1.18394e+08             1.18394e+08

6.01094             1.29803e+08             1.29803e+08

5.91069             1.39956e+08             1.39956e+08

6.05317             1.48628e+08             1.48628e+08

6.22282             1.55627e+08             1.55627e+08

6.20149             1.60796e+08             1.60796e+08

6.10451             1.64022e+08             1.64022e+08

5.70557             1.65234e+08             1.65234e+08

5.84383             1.64407e+08             1.64407e+08

5.70729             1.61561e+08             1.61561e+08

6.28616             1.56761e+08             1.56761e+08

5.98972             1.50115e+08             1.50115e+08

5.92081             1.41773e+08             1.41773e+08

6.0014             1.31922e+08             1.31922e+08

5.84295             1.20782e+08             1.20782e+08

5.9557             1.08601e+08             1.08601e+08

5.79013             9.56513e+07             9.56513e+07

6.20484             8.222e+07             8.222e+07

6.25408             6.8605e+07             6.8605e+07

6.08922             5.51078e+07             5.51078e+07

5.86742             4.20267e+07             4.20267e+07

5.86165             2.96496e+07             2.96496e+07

6.06543             1.82489e+07             1.82489e+07

6.28652             8.07385e+06             8.07385e+06

6.22269             -653464             653464

5.914             -7.74399e+06             7.74399e+06

6.06479             -1.30456e+07             1.30456e+07

6.22937             -1.64463e+07             1.64463e+07

5.75515             -1.78767e+07             1.78767e+07

6.07708             -1.73113e+07             1.73113e+07

6.05668             -1.47694e+07             1.47694e+07

5.7601             -1.03145e+07             1.03145e+07

6.16843             -4.05215e+06             4.05215e+06

5.8141             3.87188e+06             3.87188e+06

5.83741             1.32749e+07             1.32749e+07

5.8566             2.39416e+07             2.39416e+07

5.7453             3.56292e+07             3.56292e+07

5.91133             4.80724e+07             4.80724e+07

6.17016             6.09898e+07             6.09898e+07

6.0073             7.40896e+07             7.40896e+07

5.72298             8.7077e+07             8.7077e+07

5.85308             9.96602e+07             9.96602e+07

6.15979             1.11557e+08             1.11557e+08

5.78612             1.225e+08             1.225e+08

5.86791             1.32246e+08             1.32246e+08

5.99675             1.40577e+08             1.40577e+08

6.02804             1.47307e+08             1.47307e+08

5.82761             1.52287e+08             1.52287e+08

6.0508             1.55407e+08             1.55407e+08

6.14774             1.56599e+08             1.56599e+08

6.28848             1.55838e+08             1.55838e+08

5.80183             1.53141e+08             1.53141e+08

6.02173             1.48571e+08             1.48571e+08

5.93449             1.4223e+08             1.4223e+08

5.72135             1.34261e+08             1.34261e+08

5.98939             1.24843e+08             1.24843e+08

5.785             1.14185e+08             1.14185e+08

5.78354             1.02527e+08             1.02527e+08

5.94883             9.01262e+07             9.01262e+07

5.85645             7.72596e+07             7.72596e+07

5.97428             6.42123e+07             6.42123e+07

6.09442             5.12733e+07             5.12733e+07

5.80979             3.87284e+07             3.87284e+07

6.2297             2.68543e+07             2.68543e+07

5.8275             1.59123e+07             1.59123e+07

5.81474             6.14196e+06             6.14196e+06

5.93497             -2.24317e+06             2.24317e+06

6.07139             -9.06121e+06             9.06121e+06

5.96189             -1.41654e+07             1.41654e+07

5.81514             -1.74476e+07             1.74476e+07

6.12183             -1.88405e+07             1.88405e+07

5.85433             -1.8319e+07             1.8319e+07

5.74895             -1.59005e+07             1.59005e+07

6.26433             -1.16452e+07             1.16452e+07

5.70969             -5.6536e+06             5.6536e+06

6.13685             1.93507e+06             1.93507e+06

6.08953             1.0946e+07             1.0946e+07

5.80404             2.11734e+07             2.11734e+07

5.75466             3.23843e+07             3.23843e+07

6.13784             4.43249e+07             4.43249e+07

6.18876             5.6725e+07             5.6725e+07

6.12407             6.93047e+07             6.93047e+07

5.80461             8.1781e+07             8.1781e+07

5.91175             9.38735e+07             9.38735e+07

5.73102             1.05311e+08             1.05311e+08

5.73724             1.15837e+08             1.15837e+08

6.07428             1.25217e+08             1.25217e+08

6.12355             1.33241e+08             1.33241e+08

5.85506             1.3973e+08             1.3973e+08

5.75444             1.4454e+08             1.4454e+08

6.0201             1.47566e+08             1.47566e+08

6.02378             1.48739e+08             1.48739e+08

5.92887             1.48036e+08             1.48036e+08

6.05963             1.45473e+08             1.45473e+08

5.91538             1.41109e+08             1.41109e+08

6.22353             1.35042e+08             1.35042e+08

5.72477             1.27408e+08             1.27408e+08

6.28473             1.18379e+08             1.18379e+08

6.02521             1.08155e+08             1.08155e+08

6.06939             9.69645e+07             9.69645e+07

5.79438             8.50573e+07             8.50573e+07

6.1848             7.26978e+07             7.26978e+07

5.78143             6.01601e+07             6.01601e+07

5.81856             4.77222e+07             4.77222e+07

6.04357             3.56589e+07             3.56589e+07

6.0129             2.42365e+07             2.42365e+07

5.95777             1.37061e+07             1.37061e+07

5.81375             4.29928e+06             4.29928e+06

6.10757             -3.77867e+06             3.77867e+06

6.29515             -1.03522e+07             1.03522e+07

6.04467             -1.52795e+07             1.52795e+07

6.25825             -1.84557e+07             1.84557e+07

5.72582             -1.98154e+07             1.98154e+07

5.80569             -1.93336e+07             1.93336e+07

5.82441             -1.70267e+07             1.70267e+07

5.7908             -1.29514e+07             1.29514e+07

5.71718             -7.2039e+06             7.2039e+06

6.14177             82424             82424

5.74605             8.74021e+06             8.74021e+06

6.06086             1.85717e+07             1.85717e+07

5.95473             2.93534e+07             2.93534e+07

6.09863             4.08412e+07             4.08412e+07

6.10046             5.27752e+07             5.27752e+07

6.10325             6.48865e+07             6.48865e+07

5.7408             7.69025e+07             7.69025e+07

6.24457             8.85531e+07             8.85531e+07

6.1953             9.95771e+07             9.95771e+07

5.71346             1.09728e+08             1.09728e+08

5.98214             1.18777e+08             1.18777e+08

6.29595             1.26525e+08             1.26525e+08

5.93001             1.32797e+08             1.32797e+08

5.82248             1.37454e+08             1.37454e+08

5.96469             1.40394e+08             1.40394e+08

6.09217             1.41551e+08             1.41551e+08

6.17085             1.409e+08             1.409e+08

5.87189             1.38458e+08             1.38458e+08

6.12874             1.3428e+08             1.3428e+08

5.97066             1.2846e+08             1.2846e+08

6.1259             1.21127e+08             1.21127e+08

5.98873             1.12448e+08             1.12448e+08

6.04386             1.02614e+08             1.02614e+08

5.94191             9.18462e+07             9.18462e+07

6.11997             8.03836e+07             8.03836e+07

6.16069             6.8481e+07             6.8481e+07

5.98393             5.64026e+07             5.64026e+07

6.06448             4.44161e+07             4.44161e+07

6.16972             3.27868e+07             3.27868e+07

6.0109             2.17711e+07             2.17711e+07

6.10211             1.16119e+07             1.16119e+07

6.21996             2.53242e+06             2.53242e+06

5.75856             -5.26888e+06             5.26888e+06

5.77315             -1.16224e+07             1.16224e+07

6.20586             -1.63905e+07             1.63905e+07

5.88795             -1.94716e+07             1.94716e+07

6.0118             -2.08019e+07             2.08019e+07

6.06672             -2.03567e+07             2.03567e+07

6.13196             -1.81508e+07             1.81508e+07

5.72113             -1.42386e+07             1.42386e+07

5.87141             -8.71186e+06             8.71186e+06

5.87137             -1.69898e+06             1.69898e+06

6.12145             6.6395e+06             6.6395e+06

6.12028             1.61132e+07             1.61132e+07

6.07126             2.65071e+07             2.65071e+07

5.90256             3.75856e+07             3.75856e+07

5.99468             4.90986e+07             4.90986e+07

5.80912             6.07866e+07             6.07866e+07

5.91195             7.23866e+07             7.23866e+07

5.98617             8.36379e+07             8.36379e+07

6.12634             9.42883e+07             9.42883e+07

5.80948             1.04099e+08             1.04099e+08

6.03592             1.12851e+08             1.12851e+08

6.03365             1.20349e+08             1.20349e+08

6.02032             1.26424e+08             1.26424e+08

6.21625             1.30944e+08             1.30944e+08

5.80238             1.33806e+08             1.33806e+08

5.81704             1.34948e+08             1.34948e+08

5.88491             1.34345e+08             1.34345e+08

5.9723             1.32013e+08             1.32013e+08

6.06238             1.28002e+08             1.28002e+08

5.94392             1.22404e+08             1.22404e+08

5.80765             1.15345e+08             1.15345e+08

6.24366             1.06982e+08             1.06982e+08

5.9337             9.75011e+07             9.75011e+07

5.83237             8.7115e+07             8.7115e+07

6.13037             7.60542e+07             7.60542e+07

5.99426             6.45645e+07             6.45645e+07

6.176             5.29015e+07             5.29015e+07

5.88604             4.13231e+07             4.13231e+07

6.0242             3.00859e+07             3.00859e+07

5.96121             1.94379e+07             1.94379e+07

5.96562             9.61393e+06             9.61393e+06

6.06917             830018             830018

6.26459             -6.72161e+06             6.72161e+06

6.02958             -1.28764e+07             1.28764e+07

6.27083             -1.7501e+07             1.7501e+07

6.28149             -2.04965e+07             2.04965e+07

6.00624             -2.18009e+07             2.18009e+07

6.20755             -2.13892e+07             2.13892e+07

6.0266             -1.92755e+07             1.92755e+07

6.13328             -1.55113e+07             1.55113e+07

6.15822             -1.01849e+07             1.01849e+07

5.80126             -3.41996e+06             3.41996e+06

6.10973             4.62906e+06             4.62906e+06

5.92039             1.37785e+07             1.37785e+07

6.15882             2.38207e+07             2.38207e+07

6.19002             3.45282e+07             3.45282e+07

6.11385             4.56596e+07             4.56596e+07

5.79921             5.69642e+07             5.69642e+07

6.15067             6.81876e+07             6.81876e+07

5.80106             7.9077e+07             7.9077e+07

5.92431             8.93896e+07             8.93896e+07

6.16171             9.88924e+07             9.88924e+07

6.15569             1.07374e+08             1.07374e+08

5.88476             1.14646e+08             1.14646e+08

6.09334             1.20544e+08             1.20544e+08

6.21035             1.24938e+08             1.24938e+08

5.8501             1.2773e+08             1.2773e+08

6.08948             1.28859e+08             1.28859e+08

5.8149             1.283e+08             1.283e+08

6.13315             1.26066e+08             1.26066e+08

6.13941             1.22208e+08             1.22208e+08

6.03665             1.16812e+08             1.16812e+08

6.2998             1.1e+08             1.1e+08

6.2787             1.01924e+08             1.01924e+08

5.93341             9.27634e+07             9.27634e+07

6.29575             8.27233e+07             8.27233e+07

5.75058             7.20267e+07             7.20267e+07

5.73111             6.09115e+07             6.09115e+07

6.12125             4.96244e+07             4.96244e+07

5.75929             3.84158e+07             3.84158e+07

5.73666             2.7534e+07             2.7534e+07

6.28509             1.72192e+07             1.72192e+07

5.74625             7.69887e+06             7.69887e+06

6.21788             -817342             817342

6.16922             -8.143e+06             8.143e+06

6.22082             -1.4118e+07             1.4118e+07

5.9812             -1.8613e+07             1.8613e+07

6.13509             -2.15318e+07             2.15318e+07

6.2762             -2.28128e+07             2.28128e+07

6.07908             -2.24323e+07             2.24323e+07

5.70306             -2.04027e+07             2.04027e+07

5.82259             -1.67736e+07             1.67736e+07

6.17739             -1.16295e+07             1.16295e+07

6.03617             -5.09003e+06             5.09003e+06

6.06811             2.69588e+06             2.69588e+06

6.01513             1.15506e+07             1.15506e+07

6.05934             2.12733e+07             2.12733e+07

6.27898             3.16442e+07             3.16442e+07

6.08695             4.2429e+07             4.2429e+07

5.84543             5.33852e+07             5.33852e+07

5.9504             6.4266e+07             6.4266e+07

6.17988             7.48272e+07             7.48272e+07

5.99946             8.4832e+07             8.4832e+07

6.21932             9.40561e+07             9.40561e+07

6.09579             1.02293e+08             1.02293e+08

5.87183             1.09359e+08             1.09359e+08

5.84982             1.15097e+08             1.15097e+08

5.99063             1.19377e+08             1.19377e+08

6.13242             1.22106e+08             1.22106e+08

6.02336             1.23223e+08             1.23223e+08

5.86154             1.22704e+08             1.22704e+08

5.93627             1.2056e+08             1.2056e+08

6.06404             1.16841e+08             1.16841e+08

5.81347             1.11629e+08             1.11629e+08

6.21238             1.05042e+08             1.05042e+08

6.13117             9.72263e+07             9.72263e+07

6.03623             8.83566e+07             8.83566e+07

5.70679             7.86307e+07             7.86307e+07

6.2094             6.82649e+07             6.82649e+07

5.72333             5.74897e+07             5.74897e+07

6.11132             4.65445e+07             4.65445e+07

6.02846             3.56717e+07             3.56717e+07

5.86396             2.51125e+07             2.51125e+07

5.70879             1.51e+07             1.51e+07

6.04344             5.85522e+06             5.85522e+06

6.13916             -2.41824e+06             2.41824e+06

6.26678             -9.5388e+06             9.5388e+06

5.70665             -1.53512e+07             1.53512e+07

6.25356             -1.97289e+07             1.97289e+07

6.0101             -2.25782e+07             2.25782e+07

5.76277             -2.38391e+07             2.38391e+07

6.13405             -2.34872e+07             2.34872e+07

5.80439             -2.15346e+07             2.15346e+07

5.99809             -1.80286e+07             1.80286e+07

5.72622             -1.30512e+07             1.30512e+07

6.18112             -6.7169e+06             6.7169e+06

5.7755             829244             829244

6.02044             9.41545e+06             9.41545e+06

6.13569             1.88473e+07             1.88473e+07

5.98613             2.89116e+07             2.89116e+07

6.03819             3.93812e+07             3.93812e+07

5.93006             5.00204e+07             5.00204e+07

5.94903             6.05898e+07             6.05898e+07

5.81032             7.08523e+07             7.08523e+07

6.23062             8.05777e+07             8.05777e+07

